place_of_interest,type_of_place,place_address,nearest_bicimad_station,station_location,distance,total_bases
Centro Municipal de Mayores 'Zofio',Instalación accesible municipal,CALLE RICARDO BELTRAN Y ROZPIDE 31,390 - Avena - Mijo,"Calle avena, 10 ,",451 meters,23
Centro Municipal de Mayores Acuario,Instalación accesible municipal,CALLE ACUARIO 27 PLANTA 1ª,567 - Plaza Mayor de Barajas,"Plaza Mayor de Barajas, 24,",326 meters,24
Centro Municipal de Mayores Alfonso XII,Instalación accesible municipal,CALLE MIRA EL RIO 4,592 - Estación de tren de Pitis,"Calle de Gloria Fuertes, 180,",6844 meters,27
Centro Municipal de Mayores Alto Arenal,Instalación accesible municipal,CALLE LAGO MARACAIBO 8,"433 - Villalobos, 28","Calle Villalobos, 28 ,",271 meters,24
Centro Municipal de Mayores Antonio Machado,Instalación accesible municipal,CALLE SAN ROMAN DEL VALLE 8,501 - Metro Alsacia,"Calle Hermanos García Noblejas, 137 ,",323 meters,23
Centro Municipal de Mayores Aravaca,Instalación accesible municipal,TRAVESIA CA&amp;Ntilde;O 7,315 - Caroli,"Calle de Caroli, 10,",207 meters,23
Centro Municipal de Mayores Ascao,Instalación accesible municipal,CALLE ASCAO 6,215 - Gutierre de Cetina - Ascao,"Calle Gutierre de Cetina, 77 ,",59 meters,23
Centro Municipal de Mayores Barrio Aeropuerto,Instalación accesible municipal,CALLE MEDINA DE POMAR 25,"556 - Cantabria, 6","Avenida de Cantabria, 6,",428 meters,24
Centro Municipal de Mayores Bucaramanga,Instalación accesible municipal,AVENIDA BARRANQUILLA 1,532 - Metro San Lorenzo,"Avenida Barranquilla, 17 ,",313 meters,24
Centro Municipal de Mayores Campamento,Instalación accesible municipal,CARRETERA BOADILLA DEL MONTE 13,340 - Illescas - Seseña,"Calle Illescas, 1 ,",346 meters,27
Centro Municipal de Mayores Canal de Panamá,Instalación accesible municipal,CALLE PADRE COLOMA 2,231 - Derechos Humanos - Verdaguer y García,"Calle Derechos Humanos, 14 ,",390 meters,24
Centro Municipal de Mayores Canillejas,Instalación accesible municipal,CALLE ESFINGE 35,517 - San Mariano - Circe,"Calle de San Mariano, 52-60 ,",393 meters,27
Centro Municipal de Mayores Carmen Laforet,Instalación accesible municipal,CALLE JAZMIN 46,494 - Metro Pinar de Chamartín,"Arturo Soria, 332,",225 meters,23
Centro Municipal de Mayores Casa del Bulevar,Instalación accesible municipal,CALLE PE&amp;Ntilde;A GORBEA 22,227 - Arroyo del Olivar,"Calle Arrollo del Olivar, 3 ,",207 meters,24
Centro Municipal de Mayores Casa del Reloj,Instalación accesible municipal,PASEO CHOPERA 10,165 - Entrada Matadero - Paseo de la Chopera,"Paseo de la Chopera frente 51 ,",159 meters,43
Centro Municipal de Mayores Castilla,Instalación accesible municipal,PASEO CASTELLANA 304,249 - Castellana - Cuatro Torres,"Paseo de la Castellana, 298 ,",233 meters,24
Centro Municipal de Mayores Cerro Bermejo,Instalación accesible municipal,CALLE PERICLES 6,224 - Parque de Caramuel,"Calle Caramuel, 51 ,",166 meters,27
Centro Municipal de Mayores Ciudad Pegaso,Instalación accesible municipal,AVENIDA QUINTA 5,507 - Seis - Sexta,"Calle Seis (esquina con Avenida Quinta),",151 meters,24
Centro Municipal de Mayores Ciudad de Méjico,Instalación accesible municipal,CALLE RAFAEL FINAT 47,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",126 meters,27
Centro Municipal de Mayores Daroca,Instalación accesible municipal,AVENIDA DAROCA 342,462 - Gallegos - Lavadero Viejo,"Calle Gallegos 27,",199 meters,27
Centro Municipal de Mayores Dehesa de la Villa,Instalación accesible municipal,CALLE ANTONIO MACHADO 22,"317 - Antonio Machado, 30","Calle Antonio Machado, 30,",171 meters,27
Centro Municipal de Mayores Eduardo Minguito,Instalación accesible municipal,CALLE LEONOR GONGORA 62,415 - Diamante - Delmira Agustini,"Calle Diamante, 10 ,",699 meters,24
Centro Municipal de Mayores El Almendro,Instalación accesible municipal,CALLE LADERA DE LOS ALMENDROS 6,469 - C. Deportivo Mpal Faustina Valladolid,"469 - Ladera de los Almendros, 6,",53 meters,24
Centro Municipal de Mayores El Henar,Instalación accesible municipal,CALLE ABIZANDA 8,531 - Metro Parque de Santa María,"Calle de Santa Virgilia, 6,",565 meters,23
Centro Municipal de Mayores El Pozo,Instalación accesible municipal,AVENIDA GLORIETAS 19,419 - Estación de tren de El Pozo,"Calle Puerto de Balbarán, 10,",574 meters,27
Centro Municipal de Mayores Entrevías,Instalación accesible municipal,CALLE YUSTE 8,423 - Estación de tren Asamblea de Madrid,"Avenida de Entrevias, 56,",730 meters,24
Centro Municipal de Mayores Francisco de Goya,Instalación accesible municipal,CALLE ALFREDO ALEIX 1,381 - Alfredo Aleix - Mercedes Rodríguez,"Calle Alfredo Aleix, 9 ,",212 meters,24
Centro Municipal de Mayores Ginzo de Limia,Instalación accesible municipal,CALLE GINZO DE LIMIA 66,580 - Metro Herrera Oria,"c/ Ginzo de Limia, 47,",160 meters,23
Centro Municipal de Mayores Huerta de la Salud,Instalación accesible municipal,CALLE MAR DE LAS ANTILLAS 10,531 - Metro Parque de Santa María,"Calle de Santa Virgilia, 6,",246 meters,23
Centro Municipal de Mayores Infante Don Juan,Instalación accesible municipal,PASEO MORET 3 C,112 - Paseo de Moret - Parque del Oeste,"Paseo Moret, 9 ,",193 meters,23
Centro Municipal de Mayores Isaac Rabin,Instalación accesible municipal,AVENIDA MORATALAZ 134,219 - Camino de los Vinateros B,"Camino de los Vinateros, 108 ,",263 meters,18
Centro Municipal de Mayores Islas Filipinas,Instalación accesible municipal,CALLE NUESTRA SE&amp;Ntilde;ORA DEL VILLAR 6,234 - Metro La Elipa,"Avenida Marques de Corbera, 52 ,",402 meters,24
Centro Municipal de Mayores Islas Jarvi,Instalación accesible municipal,CALLE MADERUELO 5,582 - Isla Graciosa - Isla de Java,"Calle de la Isla Graciosa, 2,",195 meters,24
Centro Municipal de Mayores José Ortuño Ponce,Instalación accesible municipal,CALLE JOSE ORTUÑO PONCE 3,413 - Doctor Martín Arévalo,"Calle Doctor Martín Arévalo enfrente del N°16 ,",229 meters,24
Centro Municipal de Mayores La Guindalera,Instalación accesible municipal,CALLE PILAR DE ZARAGOZA 28 con vuelta a calle Martínez Izquierdo,243 - Cartagena,"Calle Cartagena, 37,",237 meters,23
Centro Municipal de Mayores La Platanera,Instalación accesible municipal,CALLE CONCEPCION DE LA OLIVA 1,401 - Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",106 meters,27
Centro Municipal de Mayores La Vaguada,Instalación accesible municipal,AVENIDA MONFORTE DE LEMOS 38,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,"Avenida Monforte de Lemos, 123,",94 meters,24
Centro Municipal de Mayores Luca de Tena,Instalación accesible municipal,CALLE CANARIAS 17 y 19,120 - Metro Palos de la Frontera,"Calle Palos de la Frontera nº 27,",119 meters,27
Centro Municipal de Mayores Lucero,Instalación accesible municipal,CALLE CASTROSERNA 4,"328 - Cebreros, 97","Calle de Cebreros, 97 ,",402 meters,23
Centro Municipal de Mayores Luis Vives,Instalación accesible municipal,CALLE HERMANOS GARCIA NOBLEJAS 160,490 - Hnos.García Noblejas-FcoLargo Caballero,"Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,",57 meters,24
Centro Municipal de Mayores Maestro Alonso,Instalación accesible municipal,CALLE MAESTRO ALONSO 6,187 - Alejandro González - Alcalá,"Alcala-Ventas ,",157 meters,23
Centro Municipal de Mayores Manuel Alexandre,Instalación accesible municipal,AVENIDA DAROCA 1,188 - Puente de Ventas,"Avenida de Daroca, 2 ,",19 meters,27
Centro Municipal de Mayores Manzanares,Instalación accesible municipal,CALLE LANZADA 2,314 - Av. Valladolid - Parque de la Bombilla,"Avenida Valladolid, 47D ,",312 meters,27
Centro Municipal de Mayores Margarita Salas,Instalación accesible municipal,CALLE BLAS CABRERA 145,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",707 meters,27
Centro Municipal de Mayores María Zambrano,Instalación accesible municipal,PLAZA PINAZO 1,408 - Metro San Cristóbal,"Calle de Moncada, 102 ,",289 meters,23
Centro Municipal de Mayores Miguel Delibes,Instalación accesible municipal,AVENIDA FELICIDAD 26,398 - Orovilla - Felicidad,"Avenida de Orovilla, 53,",124 meters,27
Centro Municipal de Mayores Monseñor Óscar Romero,Instalación accesible municipal,CALLE MONSEÑOR OSCAR ROMERO 42,369 - Junta Municipal Distrito de Carabanchel,"Plaza De la Parroquia, 19 ,",399 meters,23
Centro Municipal de Mayores Moratalaz,Instalación accesible municipal,CALLE ARROYO BELINCOSO 13,458 - Metro Vinateros,"Calle del Arroyo Belincoso, 26,",50 meters,24
Centro Municipal de Mayores Navacerrada,Instalación accesible municipal,CALLE PUERTO DE NAVACERRADA 1,225 - Sierra Toledana - Doctor Lozano,"Calle Sierra Toledana, 33 ,",403 meters,24
Centro Municipal de Mayores Nicanor Barroso,Instalación accesible municipal,CALLE ENCOMIENDA DE PALACIOS 190,"456 - Encomienda de Palacios, 8","Encomienda de Palacios, 8,",541 meters,23
Centro Municipal de Mayores Nicolás Salmerón,Instalación accesible municipal,CALLE MANTUANO 51,147 - Doctor Arce 45,"Avenida del Doctor Arce nº 45,",356 meters,23
Centro Municipal de Mayores Nuestra Señora de la Merced,Instalación accesible municipal,PLAZA NUESTRA SEÑORA DEL TRANSITO 12,546 - Andorra - Canillas,"Calle Andorra, 2 ,",429 meters,23
Centro Municipal de Mayores Nuestra Señora de los Ángeles,Instalación accesible municipal,CALLE ARAMA 1,406 - La Nave de Madrid,"Calle Cifuentes, 5,",499 meters,23
Centro Municipal de Mayores Nuestra Señora del Carmen,Instalación accesible municipal,CALLE RAMON POWER 26,539 - Mota del Cuervo,"Calle Mota del Cuervo, 72 ,",220 meters,24
Centro Municipal de Mayores Pablo Casals,Instalación accesible municipal,CALLE POBLADURA DEL VALLE 13 PLANTA PRIMERA,512 - Semilla - Aparejadores,"Calle de los Aparejadores, 24,",481 meters,24
Centro Municipal de Mayores Pablo Neruda,Instalación accesible municipal,CALLE GERARDO DIEGO 8,430 - Torremolinos - Rafael Alberti,"Calle Torremolinos, 1 ,",289 meters,24
Centro Municipal de Mayores Peñagrande,Instalación accesible municipal,CALLE ISLA DE ONS 28,593 - Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",433 meters,24
Centro Municipal de Mayores Pinar del Rey,Instalación accesible municipal,CALLE LOPEZ DE HOYOS 329,524 - Glorieta Luis Rosales,"Glorieta de Luís Rosales (esquina con López De Hoyos) ,",278 meters,23
Centro Municipal de Mayores Prosperidad Santa Hortensia,Instalación accesible municipal,CALLE SANTA HORTENSIA 15,293 - Santa Rita - Clara del Rey,"Calle Santa Rita, 1 ,",180 meters,23
Centro Municipal de Mayores Príncipe de Asturias,Instalación accesible municipal,CALLE HERMANOS GARCIA NOBLEJAS 14,477 - Metro Ciudad Lineal,"Calle de los Misterios, 2 ,",322 meters,23
Centro Municipal de Mayores Roger de Flor,Instalación accesible municipal,PLAZA ROGER DE FLOR 15,350 - Ervigio - Amalarico,"Calle Ervigio, 22 ,",121 meters,23
Centro Municipal de Mayores San Benito,Instalación accesible municipal,CALLE CARRION DE LOS CONDES 73,525 - Metro Manoteras,"Calle Bacares, 20 ,",518 meters,24
Centro Municipal de Mayores San Diego,Instalación accesible municipal,CALLE JAVIER DE MIGUEL 10,429 - Carlos M. Alvarez - Javier de Miguel,"Calle Carlos Martín Álvarez, 38 ,",119 meters,23
Centro Municipal de Mayores San Juan Bautista,Instalación accesible municipal,CALLE BUESO PINEDA 8,479 - Metro Arturo Soria,"Angel Muñoz, 1,",407 meters,27
Centro Municipal de Mayores San Luciano,Instalación accesible municipal,CALLE SAN LUCIANO 16,400 - Metro Ciudad de los Ángeles,"Paseo de los Gigantes y Cabezudos, 4,",578 meters,24
Centro Municipal de Mayores San Vicente de Paúl,Instalación accesible municipal,CALLE ANTONIA LANCHA 54,364 - Metro Opañel,"Avenida de Oporto, 34,",136 meters,23
Centro Municipal de Mayores Santa Eugenia,Instalación accesible municipal,CALLE VIRGEN DE LAS VI&amp;Ntilde;AS 1,442 - Santa Eugenia - Zazuar,"Avenida de Santa Eugenia con Calle sauzal, 1 ,",274 meters,27
Centro Municipal de Mayores Teresa de Calcuta,Instalación accesible municipal,PLAZA NAVIO 4,"556 - Cantabria, 6","Avenida de Cantabria, 6,",102 meters,24
Centro Municipal de Mayores Tierno Galván,Instalación accesible municipal,CALLE CARRERO JUAN RAMON 24,377 - Metro Abrantes,"Avenida De Abrantes, 55 ,",309 meters,18
Centro Municipal de Mayores Villa de Vallecas,Instalación accesible municipal,CALLE PICO MAMPODRE 6,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2 ,",319 meters,18
Centro Municipal de Mayores Villalonso,Instalación accesible municipal,CALLE VILLALONSO 12,404 - Junta Municipal Distrito de Villaverde,"Calle Arroyo Bueno, 53 ,",224 meters,27
Centro Municipal de Mayores Vocal Vecino Justo Sierra,Instalación accesible municipal,CALLE FERMIN CABALLERO 17,606 - Fermín Caballero - Betanzos,"Calle Fermín Caballero 2,",379 meters,23
Centro Ocupacional para Personas con Discapacidad Intelectual Villaverde,Instalación accesible municipal,CALLE BASCUÑUELOS 1,411 - Estación de tren de Villaverde Alto,"Calle Domingo Párraga, 38 ,",324 meters,23
Centro Social Comunitario Josefa Amar,Instalación accesible municipal,CALLE MATILDE LANDA 30,296 - Costa Verde,"Calle de la Costa Verde, 25-23 ,",627 meters,23
Centro Social Polivalente de Vicálvaro,Instalación accesible municipal,AVENIDA REAL 12,470 - Avenida Real - Galeote,"Avenida Real, 3,",88 meters,18
Centro Socio Comunitario Colonias Históricas,Instalación accesible municipal,CALLE ENRIQUE JARDIEL PONCELA 8,285 - Santa María Magdalena - La Drácena,"Calle Santa María Magdalena, 15 ,",329 meters,23
Centro Sociocultural Alberto Sánchez (Puente de Vallecas),Instalación accesible municipal,CALLE RISCO DE PELOCHE 14,428 - Estadio de Vallecas,"Avenida La Albufera, 136 ,",302 meters,24
Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),Instalación accesible municipal,CALLE MIRA EL RIO 4,592 - Estación de tren de Pitis,"Calle de Gloria Fuertes, 180,",6861 meters,27
Centro Sociocultural Almirante Churruca (Latina),Instalación accesible municipal,CALLE FUENTE DEL TIRO 72,345 - Fuente del Tiro - Avd. de las Águilas,"Calle Fuente del Tiro, 72 ,",36 meters,24
Centro Sociocultural Bohemios (Villaverde),Instalación accesible municipal,CALLE LOS BOHEMIOS 1,399 - Bohemios - Gigantes y Cabezudos,"Calle Bohemios, 1 ,",26 meters,24
Centro Sociocultural Ciudad Lineal,Instalación accesible municipal,CALLE POETA BLAS DE OTERO 81,233 - El dragón de La Elipa,"Calle Marqués de Corbera, 12 ,",434 meters,24
Centro Sociocultural Clara Campoamor (Retiro),Instalación accesible municipal,PLAZA DAOIZ Y VELARDE 2 PLANTA 1ª,178 - Junta Municipal Distrito de Retiro,"Calle León Gil de Palacio nº 1,",203 meters,24
Centro Sociocultural Cánovas del Castillo (Usera),Instalación accesible municipal,CALLE JULIO AGUIRRE 10 y 12,213 - Glorieta de Cádiz,"Calle de Antonio López, 129 ,",398 meters,23
Centro Sociocultural Eduardo Chillida (Moratalaz),Instalación accesible municipal,CALLE ARROYO BELINCOSO 9,458 - Metro Vinateros,"Calle del Arroyo Belincoso, 26,",98 meters,24
Centro Sociocultural El Greco (Latina),Instalación accesible municipal,CALLE EL GRECO 29,"327 - El Greco, 27 - C. Cultural El Greco","Calle El Greco, 27 ,",27 meters,24
Centro Sociocultural Francisco Fatou (Villa de Vallecas),Instalación accesible municipal,CALLE MANUEL VELEZ 10,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2 ,",185 meters,18
Centro Sociocultural García Lorca (Carabanchel),Instalación accesible municipal,CALLE EUGENIA DE MONTIJO 105,"378 - Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",208 meters,24
Centro Sociocultural José de Espronceda (Tetuán),Instalación accesible municipal,CALLE ALMANSA 9,204 - Doctor Santero - Bravo Murillo,"Calle Doctor Santero, 1 ,",155 meters,23
Centro Sociocultural Juvenil de Moratalaz,Instalación accesible municipal,CALLE FUENTE CARRANTONA 10,221 - Metro Pavones,"Calle Hacienda de Pavones, 148 ,",272 meters,23
Centro Sociocultural Juvenil de Usera,Instalación accesible municipal,CALLE CUESTA 4,384 - Metro Usera,"Calle Amparo Usera, 46 ,",433 meters,23
Centro Sociocultural Las Tablas (Fuencarral - El Pardo),Instalación accesible municipal,AVENIDA CAMINO DE SANTIAGO 39,608 - Estella - Camino de Santiago,"Calle Estella, 21,",95 meters,23
Centro Sociocultural Latina,Instalación accesible municipal,CALLE RODRIGO DE ARANA 50,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",479 meters,27
Centro Sociocultural Luis Gonzaga (Chamartín),Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 142,"146 - María Francisca, 3","Calle de María Francisca, 3,",128 meters,19
Centro Sociocultural Maestro Alonso (Salamanca),Instalación accesible municipal,CALLE MAESTRO ALONSO 6,187 - Alejandro González - Alcalá,"Alcala-Ventas ,",157 meters,23
Centro Sociocultural Marconi (Villaverde),Instalación accesible municipal,ACCESO COLONIA MARCONI 4 calle Eustaquio 25 (frente a fachada),410 - Est. de tren de S. Cristóbal Industrial,"Calle transversal sexta (enfrente del colegio Villamadrid),",365 meters,24
Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),Instalación accesible municipal,CALLE ALIAGA 5,"519 - Troya, 11","Calle Troya, 11,",80 meters,24
Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),Instalación accesible municipal,Avenida Santuario de Valverde 114 Carretera M-607 km 13-L10. Acceso a través del PAU Montecarmelo,602 - Monasterio Sobrado - Monasterio Silos,"Calle del Monasterio de Sobrado, nº6,",1284 meters,24
Centro Sociocultural Rafael de León (Fuencarral - El Pardo),Instalación accesible municipal,CALLE ISLA DE ONS 14,593 - Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",309 meters,24
Centro Sociocultural Rosario de Acuña (Latina),Instalación accesible municipal,CALLE MARIA DEL CARMEN 65,322 - Ps. Jesuitas - Mercado Alto Extremadura,"Paseo de los Jesuitas, 69 ,",348 meters,27
Centro Sociocultural San Cristóbal de los Ángeles (Villaverde),Instalación accesible municipal,PLAZA PINAZO 9 PLANTA 1ª,408 - Metro San Cristóbal,"Calle de Moncada, 102 ,",229 meters,23
Centro Sociocultural San Fermín (Usera),Instalación accesible municipal,CALLE ESTAFETA 33,383 - Metro San Fermín-Orcasur,"Avenida de la Perla, 35,",322 meters,23
Centro Sociocultural Santa Petronila (Villaverde),Instalación accesible municipal,CALLE MARIA MARTINEZ OVIOL 12,414 - Metro Villaverde Bajo-Cruce,"Calle Santa Petronila, 7 ,",75 meters,24
Centro Sociocultural Teresa de Calcuta (Barajas),Instalación accesible municipal,PLAZA NAVIO 4,"556 - Cantabria, 6","Avenida de Cantabria, 6,",102 meters,24
Centro Sociocultural Tetuán,Instalación accesible municipal,CALLE BRAVO MURILLO 251,155 - San Germán 57,"Calle San Germán nº 57,",266 meters,23
Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),Instalación accesible municipal,CALLE ARZOBISPO MORCILLO 7,570 - Uni. Autónoma Madrid - Facul. Medicina,"Calle Arzobispo Morcillo, 6,",81 meters,27
Centro Sociocultural Valverde (Fuencarral - El Pardo),Instalación accesible municipal,PLAZA ISLAS AZORES 1,582 - Isla Graciosa - Isla de Java,"Calle de la Isla Graciosa, 2,",404 meters,24
Centro Sociocultural Ágata (Villaverde),Instalación accesible municipal,CALLE DOCTOR MARTIN AREVALO 2,413 - Doctor Martín Arévalo,"Calle Doctor Martín Arévalo enfrente del N°16 ,",139 meters,24
Centro Vallecas Viverismo,Instalación accesible municipal,CAMINO POZO DEL TIO RAIMUNDO 6,419 - Estación de tren de El Pozo,"Calle Puerto de Balbarán, 10,",816 meters,27
Centro de Acogida 'Ciudad Lineal',Instalación accesible municipal,PASEO GENERAL MARTINEZ CAMPOS 18,125 - Fdez. de la Hoz - Gral. Martínez Campos,"Calle Fernández de la Hoz nº 29,",140 meters,27
Centro de Acogida Temporal para Inmigrantes 'San Blas',Instalación accesible municipal,CALLE VALDECANILLAS 112 ENTRADA POR C/ CASTILLO DE UCLES,"505 - Castillo de Uclés, 37","Calle Castillo de Ucles, 37,",253 meters,24
Centro de Acogida de Emergencia de Campaña contra el Frío Pinar de San José.,Instalación accesible municipal,CALLE PINAR DE SAN JOSE 106,342 - Osa de la Vega - Rafael Finat,"Calle Osa de la Vega, 1 ,",1696 meters,23
Centro de Apoyo a las Familias CAF 1,Instalación accesible municipal,CALLE HERMANOS ALVAREZ QUINTERO 7,8 - Metro Alonso Martínez,"Plaza de Alonso Martínez nº 6,",208 meters,24
Centro de Apoyo a las Familias CAF 2,Instalación accesible municipal,CALLE MATAPOZUELOS 6,523 - Carretera de Canillas,"Calle carretera de canillas, 17 ,",187 meters,23
Centro de Apoyo a las Familias CAF 5,Instalación accesible municipal,CALLE FUENTE CARRANTONA 12 PLANTA BAJO,221 - Metro Pavones,"Calle Hacienda de Pavones, 148 ,",217 meters,23
Centro de Apoyo a las Familias CAF 6,Instalación accesible municipal,CALLE SAN ENRIQUE 16 PLANTA 2ª,155 - San Germán 57,"Calle San Germán nº 57,",202 meters,23
Centro de Apoyo a las Familias CAF 7,Instalación accesible municipal,CALLE FUERTE DE NAVIDAD 15,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",523 meters,27
Centro de Atención a la Infancia CAI 1 Centro / Arganzuela,Instalación accesible municipal,CALLE PALOMA 23,263 - Gran Vía de San Francisco,"Avenida Gran Vía de San Francisco, 6,",122 meters,23
